Course Code,Course Name,Description,Prerequisites
LAW 614.,  Advanced Torts.  3 Credits.,"Students study and discuss the economic and dignitary torts (for example, defamation, misrepresentation, invasion of privacy, malpractice); they are able to analyze and apply this knowledge in a classroom environment.Requisites:Prereq:LAW 613.",Prereq:LAW 613.
LAW 615.,  Civil Procedure.  4 Credits.,Survey of federal court organization and jurisdiction and of systems of civil procedure.,
LAW 617.,  Property.  4 Credits.,"Nature and function of private property rights. Topics may include the common law classification of estates in land; forms of concurrent ownership; landlord and tenant; adverse possession; incorporeal interests in land, easements, covenants, and servitudes; title; introduction to land use issues and judicial legislative developments in law.",
LAW 618.,  Criminal Law.  4 Credits.,"Administration of criminal law and the definition of crimes as a technique of social order with primary basic elements of criminal liability. Emphasis on sources of definitions, limitations of culpability, and defenses.",
LAW 619.,  White-Collar Crime.  2 Credits.,For students interested in the practice of criminal law. Assists business lawyers who advise clients on the business practices that constitute criminal activity.,
LAW 620.,  Business Associations.  3-4 Credits.,"This is the introductory course on business law and a prerequisite for most upper-level business law courses. It introduces the governance structure of agency, partnerships, corporations and LLCs.",
LAW 622.,  Legal Research and Writing I.  3 Credits.,"Integrated instruction in legal research, analysis, and writing of legal memoranda emphasizes research strategies, problem solving, and the relationship between research strategies and analysis. Writing assignments, each progressively more difficult, are evaluated by faculty members. Offered in small sections. Includes library workshops and individual conferences.",
LAW 623.,  Legal Research and Writing II.  3 Credits.,"Building on the research, writing, and analytical skills of Legal Research and Writing I, students focus on persuasive writing as they produce trial memoranda and appellate briefs. Students present final oral arguments in a courtroom setting before a panel of three judges.",
LAW 624.,  Advanced Legal Research.  2 Credits.,Development of skills in formulating efficient research strategies online and in print; exposure to research methods in particular areas of law.,
LAW 625.,  Business Bankruptcy.  3 Credits.,"Explores the law governing business bankruptcy; examines tools for restructuring and rehabilitating a business under Chapter 11 of the Bankruptcy Code. Topics include operating a business in bankruptcy, reshaping the estate, and negotiating and confirming a plan of reorganization.Requisites:Prereq:LAW 648.",Prereq:LAW 648.
LAW 626.,  Mergers and Acquisitions.  2-3 Credits.,Participants develop an understanding of how to analyze a potential acquiree and how that analysis informs and governs the drafting of the acquisition agreement and the disclosure document. Presents the germination of a transaction from financial need to executed documentation.Requisites:Prereq:LAW 620.,Prereq:LAW 620.
LAW 627.,  Accounting for Lawyers.  3 Credits.,"Covers the accounting cycle, generally accepted accounting principles, financial statements, and common legal and accounting topics.",
LAW 628.,  Nonprofit Organizations.  3 Credits.,"Provides an overview of the theory, purposes, and regulation of nonprofit organizations. Practical skills are developed through drafting assignments.",
LAW 629.,  Fundamentals of Loans.  1 Credit.,Covers the rights of borrowers and lenders in unsecured and secured loans in less depth than the Secured Transactions course.,
LAW 630.,  Tax Policy.  2-3 Credits.,"Explores tax policy issues including how taxes are used to create social equality. Evaluates the current tax system using the three classic goals: equity, efficiency, and simplification.",
LAW 632.,  Sales.  2-3 Credits.,"Covers contracts for the sale of goods as codified in Uniform Commercial Code Article 2; international contracts, regulation of consumer warranties, leases of goods under Article 2A.",
LAW 633.,"  Business Planning.  2,3 Credits.","Study of business life cycle from its initial organization and operation to its eventual sale and dissolution. Students draft documents for use in hypothetical transactions, compare the way partnerships and corporations deal with similar problems, and analyze the impact taxes have on business decisions.Requisites:Prereq:LAW 620,LAW 680.","Prereq:LAW 620,LAW 680."
LAW 634.,  Contract Drafting.  2 Credits.,"The principles of contemporary commercial drafting, introduction to documents typically used in a variety of transactions.",
LAW 636.,  Secured Transactions.  3-4 Credits.,Examines the rules that govern borrowing and lending with collateral; buying and selling promissory notes and other debt; and related transactions that are essential to large and small transactions.,
LAW 637.,  Trusts and Estates I.  3 Credits.,"Basics of estate planning law--intestate succession, wills, will substitutes, and trusts.Requisites:Prereq:LAW 617.",Prereq:LAW 617.
LAW 638.,  Workers' Compensation Law.  2 Credits.,Fundamentals of workers’ compensation law in Oregon and other states.,
LAW 641.,  Legislation.  3 Credits.,"Covers theories of the legislative process, normative theories of statutory interpretation, and the main judicial doctrines of statutory interpretation.",
LAW 642.,  International Business Transactions.  3 Credits.,"Examines legal issues affecting international business activity; includes forms of doing business, trading of goods, commercial terms, the UN Convention on Contracts for the International Sale of Goods, financing, technology, transfers, foreign investment, and dispute resolution.",
LAW 643.,  Constitutional Law I.  3 Credits.,"Government structure and individual rights are examined in the context of the authority of courts to declare legislative acts unconstitutional. Includes congressional regulatory power under the Commerce Clause, implied limits on state regulatory power, and the substantive dimensions of due process.",
LAW 644.,  Constitutional Law II.  3 Credits.,"Guarantees of individual rights against government, especially freedom of expression and equal protection of the law.Requisites:Prereq:LAW 643.",Prereq:LAW 643.
LAW 645.,  Oregon Practice and Procedure.  3 Credits.,"Intensive study of civil procedure in Oregon courts, and the critical evaluation of Oregon civil procedure in light of the purposes and values of a procedural system and in comparison with federal rules.",
LAW 646.,  Federal Jurisdiction.  3 Credits.,"Addresses the role of federal courts in the operation of the federal system. Includes analysis of constitutional and legislative foundations of the judicial power of the United States; jurisdiction--diversity of citizenship, federal question, jurisdictional amount, and removal; venue; federal and state court relationships; the law applied to federal courts; procedure in the federal district courts; appellate jurisdiction and procedure in courts of appeals and the Supreme Court.",
LAW 648.,  Bankruptcy.  3 Credits.,Introduction to bankruptcy law; focuses on consumer bankruptcy and contrasting creditor's rights and debtor's protections under the federal Bankruptcy Code with those under state collection law. Recommended preparation: Commercial Law (LAW 636).,
LAW 649.,  Legal Profession.  3 Credits.,"Addresses the Model Code of Professional Responsibility, the Code of Judicial Ethics, roles and functions of lawyers in society, organization and functions of the bar, provision of legal service, responsibilities in representing clients, and the future of the legal profession. It may include the review and analysis of videotaped ethical problems.",
LAW 651.,  Trial Practice.  3 Credits.,Introduces the essential techniques and theory necessary to conduct a trial in court.Requisites:Prereq:LAW 652.,Prereq:LAW 652.
LAW 652.,  Evidence.  3 Credits.,"Covers the structure of the adversary system; roles of judge, jury, and attorney in the fact-finding process; sufficiency of evidence; order of proof; presumptions; relevancy; judicial notice; real and documentary evidence; form and elicitation of oral testimony; impeachment and rehabilitation of witnesses; the hearsay rule and its exceptions; privileges. Addresses practical problems in the introduction of evidence and trial tactics and methods. Courtroom observations, movies, and videotapes of effective trial techniques present realistic situations.",
LAW 653.,  Climate Change Law and Policy.  3 Credits.,"This course examines laws and policies in the United States over the last half century related to climate change, including international agreements that the nation has joined or considered joining.",
LAW 655.,  Family Law.  3 Credits.,"Marriage and its legal consequences, divorce and its financial consequences; establishing the parent-child relationship; child custody and child support; jurisdiction and choice of law issues at divorce; legal regulation of marriage; rights of unmarried cohabitants.",
LAW 656.,  Elder Law.  3 Credits.,"Topics include social security and pensions; health care decision-making, including the right to die, living wills, and durable powers of attorney for health care; planning for health care financing, including alternate living arrangements and financing through private resources, Medicare and Medicaid; regulation of retirement facilities and nursing homes; and protection of disabled adults through guardianships, conservator-ships, and related mechanisms. Covers the basic and comprehensive writing requirements.",
LAW 658.,  Local Government Law.  3 Credits.,"Uses DeTocqueville and Madison to frame the issue of decentralization versus centralization in governmental structure. Course materials are divided into three sections: 1) vertical governmental organization--the relationships between cities and state governments and the relation of both to the federal government; 2) horizontal governmental relations--how neighboring cities deal with one another on public school funding, exclusionary zoning, regional planning, and other areas; 3) internal relationship between cities and their citizens--voting systems, when citizens can sue a city, referenda, and initiatives.",
LAW 659.,  Labor Law.  3 Credits.,"Analysis of the National Labor Relations Act and the Oregon Labor Relations Act; the right of self-organization; selection of the representative by election and by other means; unit determination; bargaining in good faith; remedies for unfair labor practices; judicial review; strikes, boycotts, and lockouts under various labor relations acts; concerted activities; and roles of courts and labor agencies.",
LAW 660.,  Employment Law.  3 Credits.,"Examines individual rights in the workplace, including federal and state statutes. Use of questionnaires, polygraph legislation, drug and other medical tests; employment discrimination (Title 7); disability discrimination; family leave statutes; and a variety of working conditions are covered, including harassment, workplace privacy, and free speech as well as the Occupational Safety and Health Act. The doctrine of at-will discharge and whistle-blower legislation are included.",
LAW 661.,  Remedies.  3 Credits.,"Remedies available for prevention of redress of civil wrongs; includes monetary damages; restitutionary remedies such as tracing, constructive trusts, equitable liens, and injunctions.",
LAW 662.,  Jurisprudence.  3 Credits.,"Topics may include examination of important conceptual theories of law--legal positivism, natural law, legal realism; the relation of law and morality; theories of justice: economic, Kantian, utlitarian; the Critical Legal Studies movement; philosophical aspects of legal issues; abortion and punishment; feminist theories of law; and moral constraints of the practice of law.",
LAW 664.,  Administrative Law.  3 Credits.,"Analysis of judicial review of administrative action, including presumptions, standing, ripeness, exhaustion, and questions of fact and law; the process of proof in adjudicatory hearings, including official notice, evidentiary considerations, and investigation; the process of decision in adjudicatory hearings, including separation of function, bias, and ex parte communication; procedural distinctions between rule making and adjudication.",
LAW 665.,  Securities Regulation.  2-3 Credits.,"Examines the federal statutes and regulations that affect the initial and secondary distribution of securities. Emphasis is placed on the Securities Act of 1933, the Securities Exchange Act of 1934, and the integrated disclosure system now largely in place.",
LAW 667.,  Copyrights.  3 Credits.,"Virtually any creative product (other than inventions) that originates with the author can be protected by copyright. Comprehensive federal copyright statute is built upon extensive judicial interpretations through case law. Considers creations, ownership, and transfer of copyright interests and the rights accorded to copyright owners to make copies and derivative works and to distribute, perform, and display the work. Addresses the basic principles of trademark law.",
LAW 668.,  Land Use Law.  2-3 Credits.,"Surveys the function, operation, and legal impact of state and local public planning and land-use control laws, ordinances, and administrative growth-control techniques; transfer of developmental rights; zoning; variances; conditional-use permits; and nonconforming uses. Considers newer state-level land-use control devices, such as state environmental impact assessment acts (e.g., in California) and statewide land-use planning laws (e.g., in Oregon).",
LAW 669.,"  Water Resources Law.  2,3 Credits.","Reparian and appropriation water law systems, federal and state power over water resources, transfer of water rights, groundwater management, public water rights, including the public trust doctrine, and enviornmental constraints on water use.",
LAW 671.,  International Law.  2-3 Credits.,Justification for state actions labeled rules of law; sources and evidence of a law between states; statehood; treaties; state responsibility and authority; individuals in transnational situations; international cooperation; protection of human rights; and use of military force.,
LAW 673.,"  Patent Law and Policy.  2,3 Credits.","Developments in patent law including patentable subject matter; requirements for patentability and infringement; the process of obtaining and enforcing a patent; and contemporary controversies in patent law, such as ethical and economic objections to biotechnology and software patents.",
LAW 674.,  Intellectual Property Licensing.  3 Credits.,"Course explores business, legal, and negotiating issues in intellectual property licensing agreements. Students gain an overview of intellectual property law, pertinent areas of contract law, business factors, and evaluation issues.",
LAW 675.,  Legal Writing.  1-3 Credits.,"Research and writing supervised by a faculty member. Typically 2 credits, but never more than 3, are awarded for a writing project in one semester. Repeatable.Repeatable 99 times",
LAW 678.,  Indian Law.  2-3 Credits.,Provides students with an understanding and overview of the fundamental principles of American Indian law.,
LAW 679.,  Ocean and Coastal Law.  3 Credits.,"Surveys federal, state, and international laws governing the use and protection of ocean and coastal resources including relevant judicial decisions, administrative regulations, and management plans.",
LAW 680.,  Federal Income Tax I.  3 Credits.,"Statutory, judicial, and administrative material related to individual income tax—concepts of income, deductions, credits, tax accounting, basis, and capital gains and losses.",
LAW 681.,  Federal Income Tax II.  3 Credits.,"Tax treatment of partners and partnerships, corporations, and shareholders.Requisites:Prereq:LAW 680.",Prereq:LAW 680.
LAW 683.,  Estate Planning.  3 Credits.,"Presents problems in estate analysis, planning, and execution; planning an estate from the interview stage to the drafting of wills and trusts to implement the estate plan.Requisites:Prereq:LAW 637.",Prereq:LAW 637.
LAW 684.,  Criminal Investigation.  3 Credits.,"Examines the regulation of law enforcement investigatory practices-- searches and seizures, the eliciting of confessions, and lineups and other idenfication procedures. Course materials analyze various constitutional and statutory constraints on law enforcement practices, and deal extensively with landmark federal constitutional cases such as Miranda v. Arizona.",
LAW 685.,  Criminal Adjudication.  3 Credits.,"Examines the adjudicative part of criminal procedure; covers the decision to charge, bail and pretrial release, grand juries and preliminary hearings, discovery, pretrial motions, plea bargaining, jury trials, appeals, and former jeopardy.",
LAW 690.,"  International Environmental Law.  2,3 Credits.","Investigates treaty and customary principles of international law regarding environmental protection. Covers problems of protecting the international environmental commons, transboundary pollution, and international interest in national environmental resources.",
LAW 691.,  Environmental Litigation and Practice.  2 Credits.,This seminar helps students transition from doctrine and theory to law practice – particularly alone or in an environmental law firm. Public interest lawyers participate regularly in person or by Skype.,
LAW 693.,  Human Rights and Environment.  3 Credits.,"Environmental rights, increasingly recognized as a new category of human rights as well as an application of existing rights, are both substantive and procedural. Presents recent developments in international law and national law in various countries in Europe, Africa, Asia, and the Americas. Examines international instruments, national constitutions, and legislation. Discussion includes novel international court cases that interpret and apply these rights.",
LAW 694.,  Professional Sports Law.  2-3 Credits.,"Is the NFL an illegal cartel? What rights do players and unions have? Explores the regulation of professional leagues, players, teams, coaches, and agents.",
LAW 695.,  Amateur Sports Law.  2-3 Credits.,Are student athletes pampered or victimized? What has Title IX accomplished? What’s next for the National Collegiate Athletic Association? Explores the regulation of intercollegiate and interscholastic sports.,
LAW 696.,  Sports Licensing.  1 Credit.,A practical look into the world of sports licensing.  The focus will be on examining real-world contracts and the contexts in which they were negotiated.,
LAW 697.,  Consumer Law.  3 Credits.,"Overview of major consumer protection laws and concepts, including false advertising, consumer privacy, identity theft, credit reporting, home purchases, credit disclosures, and loan regulations.",
LAW 698.,  Trademark Law.  3 Credits.,"Introduces trademark law, focusing on U.S. federal trademark law, and examines common law trademarks and unfair competition as well as international dimensions of trademark law.",
LAW 699.,  Antitrust Law.  2 Credits.,"Overview of antitrust law in the United states, with an emphasis on current antitrust practice; recognizing, analyzing, and solving problems involving antitrust issues.",
LAW 704.,  Internship: [Topic].  1-12 Credits.,"Repeatable. Hollywood Externship, Federal Judicial Internship.Repeatable 99 times",
LAW 707.,  Seminar: [Topic].  1-6 Credits.,"Repeatable. Recent topics are Advanced Appellate Advocacy; Interviewing and Counseling; Journal of Environmental Law and Litigation; Legislative Issues Workshop; Moot Court Board; Moot Court Competition; Law Review; Oregon Review of International Law, Trial Practice.Repeatable 99 times",
LAW 712.,  Business Law Clinic.  3 Credits.,Students represent companies who need legal assistance in forming and operating their businesses under the supervision of an attorney.  Includes a weekly seminar.Requisites:Prereq:LAW 620.,Prereq:LAW 620.
LAW 714.,  Judicial Externship [Topic].  1-12 Credits.,"Externship at the Lane County Circuit Court. Students conduct research, write legal memoranda, draft opinions and generally participate in the daily operation of the court. Repeatable.Repeatable 99 times",
LAW 715.,  Gender-Based Violence and the Law.  2 Credits.,"This class focuses on domestic abuse, sexual assault, and stalking and the diverse array of laws that addresses those topics.",
LAW 716.,  Advocacy Oral Argument.  1 Credit.,"This course provides advanced instruction on oral appellate advocacy. Oral argument offers an advocate the only opportunity to hear a court’s concerns and provide persuasive response. Over the course of one week, students will develop and present components of an oral argument. At the end of the week, students will present a final oral argument to a three-judge moot court panel.Requisites:Prereq:LAW 622,LAW 623.","Prereq:LAW 622,LAW 623."
LAW 717.,  Civil Rights Law.  3 Credits.,"This course explores the evolution of civil rights laws in the United States, with a focus on race, gender, and sexuality. Students will analyze landmark cases, legislation, and policy debates, while examining contemporary issues related to civil rights litigation and its impact on society.",
LAW 722.,  Alternative Dispute Resolution Litigation Strategy.  2 Credits.,"Provides knowledge, tools and skills for lawyers to settle cases, help clients make an informed decision about settlement, and identify appropriate processes.",
LAW 724.,  Arbitration.  2-3 Credits.,This course introduces students to the theory and practice of arbitration. Students will learn the statutory framework and caselaw for arbitration in domestic and international contexts.,
LAW 725.,  Mediation.  3 Credits.,"This course introduces students to the theory and practice of mediation. In an experiential format, students will learn how to manage the stages of a mediation process.",
LAW 726.,  International Sports Law I.  1 Credit.,"An overview of the law and structure of the organizations that govern international sports, including FIFA, the International Olympic Committee, World Anti-Doping Association, and Court of Arbitration for Sport.",
LAW 727.,  International Sports Law II.  1 Credit.,"A trip to Europe during J-Term to meet with and learn from foreign sports lawyers at the International Olympic Committee, World Anti-Doping Association, Court of Arbitration for Sport, and others. Repeatable once for a maximum of 2 credits.Requisites:Prereq:LAW 726.Repeatable 1 time for a maximum of 2 credits",Prereq:LAW 726.Repeatable 1 time for a maximum of 2 credits
LAW 728.,  Advanced Appellate Advocacy.  3 Credits.,"This simulation course teaches students practical skills for engaging in appellate advocacy. Students focus on structuring arguments, writing and editing appellate briefs, and doing oral argument.",
LAW 730.,  Intensive Writing.  2 Credits.,Introduces students to ways in which lawyers communicate and gives students the opportunity to more extensively study the mechanics of effectively communicating legal analysis.,
LAW 731.,  Writing in Law Practice.  2 Credits.,Provides students with opportunities to develop practice-oriented writing skills in a variety of contexts.,
LAW 732.,  Intensive Legal Writing.  3 Credits.,"Students produce documents in a wide variety of practice settings, including office memoranda, contracts, and client letters. Students receive extensive feedback and opportunities to revise their work.",
LAW 733.,  Advanced Uniform Commercial Code.  3 Credits.,"Covers property-based aspects of business transactions including secured loans, set-off, and ownership and transfer of investments, from advanced U.S., international, and comparative standpoints.Requisites:Prereq: Secured Transactions or Fundamentals of Loans or equivalent.",Prereq: Secured Transactions or Fundamentals of Loans or equivalent.
LAW 734.,  Start-Up Businesses.  2 Credits.,"This course familiarizes students with common issues arising in day-to-day representation of startup businesses, ranging from entity choice, commercial issues, key policies to financings, exits and crisis management.Requisites:Prereq:LAW 620.",Prereq:LAW 620.
LAW 739.,  Writing Colloquium.  1-2 Credits.,"Students give and receive feedback on writing in a workshop setting with participants discussing each others’ work. Student will explore theme, structure, and style as they learn to critique writing.",
LAW 740.,  Innovations in Criminal Justice.  1 Credit.,Focuses on advanced approaches to the reduction of recidivism in the federal criminal justice system. Discussion centers on the use of therapeutic jurisprudence grounded in evidence-based practice.,
LAW 742.,  Leadership Practices for Professional Success.  1 Credit.,"Examines leadership theories and models. Through intensive readings, exercises, introspection, and open discussion, participants develop workable insights into their own leadership styles and how to improve them.",
LAW 744.,  Art Law.  3 Credits.,"Study of law related to the visual arts. Analyzes laws related to the creation, purchase, sale, transfer, import and export of art; protection of artist rights.",
LAW 746.,  Law and Development.  2-3 Credits.,This course explores the relationship between theories of development and legal knowledge. Students tease out the legal theory inherent in development proposals and socio-economic theories informing law & development proposals.,
LAW 747.,  Human Rights.  3 Credits.,The class leads students through a thorough discussion of foundational issues in international human rights law and activism.,
LAW 749.,  Immigration Law and Policy.  3 Credits.,"Covers statutory, constitutional, and administrative law and policy issues relating to foreign nationals and their relationship with the U.S. government.",
LAW 760.,  Negotiation.  3 Credits.,"Explores how negotiations work, what makes negotiators effective, and why negotiations fail. Focuses on analyzing and improving negotiation skills.",
LAW 761.,  Law Journals: [Topic].  1-3 Credits.,"Welcome to law review! As you already know, working on a law review/journal is very demanding. It is also a unique opportunity in law school to develop your project management skills and work with others. Repeatable 4 times for a maximum of 10 credits.Repeatable 4 times for a maximum of 10 credits",
LAW 762.,  Criminal Defense Clinic.  3 Credits.,"You will represent Defendants in Misdemeanor Criminal Cases, under supervision, including meting clients, reviewing police reports, discussing alternatives and appearing in Circuit Court for Motions, Hearings and possible Jury Trials.Requisites:Prereq: law Students must be Court Certified so they may appear in Court. Evidence, Professional Responsibility and Constitutional Law are strongly suggested.","Prereq: law Students must be Court Certified so they may appear in Court. Evidence, Professional Responsibility and Constitutional Law are strongly suggested."
LAW 764.,  Criminal Prosecution Clinic.  3 Credits.,Students appear in court on behalf of the state; they prepare and argue legal motions and try cases; and they learn Oregon criminal law and procedure.Requisites:Prereq: Evidence and Legal Profession are required; Trial Practice is recommended.,Prereq: Evidence and Legal Profession are required; Trial Practice is recommended.
LAW 765.,  Advanced Criminal Prosecution Clinic.  2 Credits.,Students appear in court on behalf of the state; they prepare and argue legal motions and try cases; and they learn Oregon criminal law and procedure.Requisites:Prereq:LAW 764.,Prereq:LAW 764.
LAW 766.,  Domestic Violence Civil Clinic I.  3 Credits.,"Students provide necessary legal services to survivors of domestic violence, with an emphasis on family law.",
LAW 767.,  Domestic Violence Civil Clinic II.  2 Credits.,"Students provide necessary legal services to survivors of domestic violence, with an emphasis on family law.Requisites:Prereq:LAW 766.",Prereq:LAW 766.
LAW 768.,  Domestic Violence Protective Order Clinic I.  3 Credits.,Provides students with the opportunity to effectively serve survivors of domestic violence in protective-order litigation through mock exercises and real-world client representation.,
LAW 769.,  Domestic Violence Protective Order Clinic II.  2 Credits.,Provides students who have completed the basic clinic with additional opportunities to represent survivors of domestic violence in more complex protective-order proceedings.Requisites:Prereq:LAW 768.,Prereq:LAW 768.
LAW 770.,  Environmental Law Clinic.  3 Credits.,"Under the supervision of an attorney, students work with non-profit clients in the prosecution of primarily federal environmental cases. Students will join new or existing cases, and conduct legal research and writing to develop memoranda, draft sections of complaints or briefs, and review evidence.",
LAW 771.,  Advanced Environmental Law Clinic.  2 Credits.,"In the Advanced Environmental Law Clinic, students work one-on-one with attorneys on aspects of an ongoing or prospective case (or cases), with emphasis on research and writing.Requisites:Prereq:LAW 770.",Prereq:LAW 770.
LAW 773.,  Nonprofit Clinic.  4 Credits.,"In this course students, working in interdisciplinary teams, perform as consultants to several Oregon nonprofit boards of directors. Students will engage with expert consultants, executive directors, and client boards of directors and work to formulate and deliver a meaningful governance assessment to two 501(c)(3) organizations.",
LAW 780.,  LLM Seminar: Writing.  2 Credits.,"Master of laws students will explore the United States legal system and legal profession through in-class workshops, legal research and writing, and oral presentations.",
LAW 781.,  LLM Seminar: In Practice.  2 Credits.,"Students studying for a master of laws (LLM) degree explore professional development topics and develop practice skills through in-class workshops, legal writing, a simulated symposium, and negotiation exercises.",
LAW 782.,  Introduction to American Law and Practice.  2-3 Credits.,"This class is an introduction to the legal system and the law of the US. Planned specifically for students in the LLM program who are lawyers and legal scholars from countries other than the US, the class aims to provide the context and background knowledge necessary to fully participate in graduate legal education.",
LAW 783.,  LLM Advanced and Persuasive Legal Writing.  2 Credits.,This course is specifically designed for international LLM students. The course provides skills in legal writing and research necessary to participate in graduate legal education in the US.,
LAW 784.,  Comparative Law.  2 Credits.,"Comparative Law offers an introduction to Global Comparative Law, which aims at comparing legal solutions adopted on a regional, international, and transnational level.",
LAW 785.,  American Legal System.  2 Credits.,"American Legal System strives to provide perspective and understanding of the U.S. legal system's basic legal concepts and mechanics. This class will cover topics including, but not limited to, government structure, the judicial system, civil procedure, constitutional law, torts, contracts, criminal law, and procedure.",
LAW 791.,  Contemporary Issues in American Indian Law.  2 Credits.,Provides in-depth study of current issues in American Indian law and US public policy regarding Native Americans.,
LAW 792.,  Comparative Law of Indigenous Peoples.  2 Credits.,Examines the historical and contemporary legal and policy treatment of indigenous peoples in select countries with significant indigenous populations.,
LAW 793.,  Environmental Law.  3 Credits.,"Overview of environmental law and policy, common-law doctrines, administrative rulemaking, environmental federalism, National Environmental Policy Act, Endangered Species Act, the regulation of hazardous waste, air and water pollution.",
LAW 794.,  Natural Resources Law.  3 Credits.,"Provides a foundation in environmental law. Spans international, federal, state, and local jurisdiction, interfacing with classic environmental law (pollution statutes).",
LAW 795.,  Public Trust Law.  2 Credits.,"Explores public trust law, which originated as judge-made law and has been enshrined in many statutes and constitutions in the United States and abroad.",
LAW 796.,"  Food, Farming, and Sustainability.  3 Credits.","Examines how laws structure processes of food production, distribution, and consumption; surveys food and agricultural laws in review of broader questions of ecological sustainability and commerce.",
LIB 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable. Introduction to general library resources and to subject-related library resources. Repeatable when topic changes.Repeatable 99 times when topic changes,
LIB 350M.,  Humanities Research Data Management.  4 Credits.,"This course provides students with theoretical and practical experience in collecting, processing, archiving, and publishing humanities data (images, video, sound, text, maps, etc.) gathered from galleries, libraries, archives, and museums (GLAMs). Multilisted withDSCI 350M.Equivalent to:DSCI 350M",
LIB 399.,  Special Studies: [Topic].  1-5 Credits.,Repeatable. Introduction to general library resources and to subject-related library resources. Repeatable when topic changes.Repeatable 99 times when topic changes,
LIB 400M.,  Temporary Multilisted Course.  1-5 Credits.,Repeatable.Repeatable 99 times,
LIB 405.,  Reading and Conference: [Topic].  1-21 Credits.,Repeatable up to six times.Repeatable 6 times,
LIB 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
LIB 407.,  Seminar: [Topic].  1-5 Credits.,"Topics are Library Resources, Bibliography. Repeatable up to six times.Repeatable 6 times",
LIB 408.,  Workshop: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
LIB 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,
LIB 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
LIB 507.,  Seminar: [Topic].  1-5 Credits.,"Topics are Library Resources, Bibliography. Repeatable up to six times.Repeatable 6 times",
LIB 508.,  Workshop [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,
LIB 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 times,
LIB 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable up to six times.Repeatable 6 times,
LIB 607.,  Seminar: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,
LIB 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable up to six times.Repeatable 6 timesEquivalent to:LIB 410,
LING 101.,  Introduction to Language.  4 Credits.,"Nontechnical introduction to language. Issues of general concern such as language attitudes; language and legislation, nationalism, gender; language learning; and human language versus animal communication.Additional Information:Social Science Area",
LING 144.,  Learning How To Learn Languages.  4 Credits.,"The course will focus on how to learn languages, empowering students to become more self-directed and effective learners. Topics will include psycholinguistics, sociolinguistics, diversity in linguistic structures and learning situations (heritage vs. second languages), plus cognitive and metacognitive strategies for learning languages and in general.Additional Information:Social Science Area",
LING 150.,  Structure of English Words.  4 Credits.,"Word structure and derivation in English Greek- and Latin-derived vocabulary; Germanic- and Romance-derived derivational rules. Understanding the dynamic structure of the English lexicon; prefixes, suffixes, and morphology.Additional Information:Arts & Letters Area",
LING 196.,  Field Studies: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,
LING 198.,  Workshop: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,
LING 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,
LING 199L.,  Special Studies: [Topic].  4 Credits.,Repeatable.Repeatable 99 times,
LING 201.,  Language and Power in the United States.  4 Credits.,"Explores the nature of language, dialects, accents, and multilingualism, and relates these to issues of political, educational, and other forms of social power in the United States.Additional Information:Social Science AreaCultural Literacy: US: Difference, Inequality, Agency",
LING 211.,  Languages of the World.  4 Credits.,"Survey of the variability and distribution of the languages of the world in terms of linguistic typology, genetic relationships, and geographic location.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",
LING 225.,  Writing Systems.  4 Credits.,"Surveys historical and current systems for encoding languages through writing. Examines the different systems and the advantages and disadvantages of these systems, evaluating them in their historical development.Additional Information:Arts & Letters Area",
LING 294.,  Child Language.  4 Credits.,"Systematic survey of language structure and representation presented through the lens of language acquisition. Sounds, words, phrases, discourse, and pragmatics in typically and atypically developing children.Additional Information:Social Science Area",
LING 296.,  Language and Society in the United States.  4 Credits.,"English and non-English language diversity in the U.S., including regional varieties, African American English, Latino English. Explores language and social structure, policy, and educational issues.Additional Information:Social Science AreaCultural Literacy: US: Difference, Inequality, Agency",
LING 297.,  Introduction to Bilingualism in the United States.  4 Credits.,"The linguistic, cognitive, cultural, and social dimensions of individual and societal bilingualism, which dispel common myths about the way bilinguals develop and use their two or more languages in the United States.Additional Information:Social Science AreaCultural Literacy: US: Difference, Inequality, Agency",
LING 301.,  Introduction to Linguistics Analysis.  4 Credits.,"Study of human language and linguistics as a scientific and humanistic discipline. Lexicon, phonology, syntax, semantics, language change. Basic analytic techniques for drawing linguistic generalizations.Additional Information:Social Science Area",
LING 302.,  Introduction to Linguistic Behavior.  4 Credits.,"Study of language as a human behavior, focusing on developmental, cognitive, and social aspects of language use. Theories and methods involved in empirical, quantitative linguistics.Additional Information:Social Science Area",
