Course Code,Course Name,Description,Prerequisites
GEOG 441.,  Political Geography.  4 Credits.,"Spatial perspectives on global political patterns and processes. Relationship of political territories to resources, ethnic patterns, and ideological communities. Impact of political arrangements on identity, conflict, and peace.Requisites:Prereq: Junior standing.Additional Information:Cultural Literacy: Global Perspectives",None
GEOG 442.,  Urban Geography.  4 Credits.,"Urbanization throughout the world, the structure of urban settlements; cities as regional centers, physical places, and homes for people; geographic problems in major urban environments.Requisites:Prereq: Junior standing.",None
GEOG 444.,  Cultural Geography.  4 Credits.,"Patterns of culture as a force in human affairs.  Dynamics of identity, place, and power.  The creation of culture at different scales.Additional Information:Cultural Literacy: Global Perspectives",None
GEOG 445.,"  Culture, Ethnicity, and Nationalism.  4 Credits.","Relationship of ethnic groups and nationality to landscapes, perception, and cultural geographic phenomena. Distribution of ethnic and national groups.  Junior standing required.Additional Information:Cultural Literacy: Global Perspectives",None
GEOG 448.,  Tourism and Development.  4 Credits.,"Tourism-related concepts and practices associated with tourism planning, development, marketing, and impacts in different geographic contexts.",None
GEOG 461.,  Environmental Alteration.  4 Credits.,"Human alterations of the earth's major ecosystems. Consequences of human activity at different times and places with respect to soils, atmosphere, vegetation, landforms, and water.",None
GEOG 465.,  Environment and Development.  4 Credits.,Critical analysis of development concepts. Economic activity and environmental impacts. Sustainable development. Development projects and landscapes in the industrializing world.Additional Information:Cultural Literacy: Global Perspectives,None
GEOG 468.,  Contemporary Food Systems.  4 Credits.,"Explores contemporary food systems at local, national, and global scales. Emphasis on the political economy and sociocultural dynamics linking agriculture, food industries, and consumption.",None
GEOG 481.,  GIScience I.  4 Credits.,"Introduction to geographic information science, geographic information systems (GIS), the current population survey (CPS), remote sensing, and cartography. Sequence withGEOG 482,GEOG 491.",None
GEOG 482.,  GIScience II.  4 Credits.,"Spatial data collection, spatial data models, database design, data editing, geographic information system (GIS) project management, and advanced topics in geographic information science. Sequence withGEOG 481,GEOG 491,GEOG 493.Requisites:Prereq:GEOG 481.",None
GEOG 485.,  Remote Sensing I.  4 Credits.,"Introduction to remote sensing science including its physical basis, instruments, platforms, data, processing methods, and applications. Sequence withGEOG 486.Requisites:Prereq:GEOG 481.",None
GEOG 486.,  Remote Sensing II.  4 Credits.,"The use of digital electromagnetic data for classification, mapping, and monitoring biologic, hydrologic, atmospheric, geologic, and human processes and environmental change. Sequence withGEOG 485.Requisites:Prereq:GEOG 485.",None
GEOG 489.,  Mapping with Drones.  4 Credits.,"This course introduces students to the understanding and applying the technologies, theories, and skills needed to acquire drone photography and convert this into maps useful in many professions. Applications include such subjects as resource management, physical environments, topographic mapping, vegetation, and urban characterization.Requisites:Prereq:GEOG 181,GEOG 485.",None
GEOG 490.,  GIScience: [Topic].  4 Credits.,"Repeatable. Advanced topics on geographic information systems science including spatial analysis and modeling, data visualization, cartography, volunteered geographic information, GIS programming.  Repeatable five times for a maximum of 24 credits.Requisites:Prereq:GEOG 481.Repeatable 5 times for a maximum of 24 credits",None
GEOG 491.,  Advanced Geographic Information Systems.  4 Credits.,"Automated processing of geospatial data using Python scripting language. Programming for spatial analysis such as 3-D and network modeling; processing of big data (satellite imagery, climate data, demographic information). Sequence withGEOG 481,GEOG 482.Requisites:Prereq:GEOG 482.",None
GEOG 492.,  Web Mapping.  4 Credits.,"The web is full of maps, from providing context to local and international news to sharing research. We’ll explore interactive web mapping, including theories and principles of web mapping, fundamentals of cartography, and user interaction. Students will gather spatial data, develop a story or theme from their data, and produce interactive maps using front-end development.Requisites:Prereq:GEOG 481.",None
GEOG 493.,  Advanced Cartography and Geo-Visualization.  4 Credits.,"This course explores advanced concepts in cartography, map design, geovisualization, and data visualization. Students will develop skills in GIS software and graphic design softwares to create a tailored final map design project with real-world data. Sequence withGEOG 393.Requisites:Prereq:GEOG 393.",None
GEOG 494.,  Spatial Analysis.  4 Credits.,Introduction to a variety of spatial analysis techniques that can be used for understanding and modeling geographic phenomena.Requisites:Prereq:GEOG 481.,None
GEOG 495.,  Geographic Data Analysis.  4 Credits.,Analysis and display of geographical data by traditional data-analytical methods and by scientific-visualization approaches.Requisites:Prereq:GEOG 481.,None
GEOG 497.,  Qualitative Methods in Geography.  4 Credits.,"Explores conceptual and practical dimensions of qualitative research. Includes linking theory and method; research question formulation; project design; ethics; data gathering, analysis, and presentation.Requisites:Prereq: one fromGEOG 341,GEOG 342,GEOG 343.",None
GEOG 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 507.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GEOG 508.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 510.,  Experimental Course: [Topic].  1-4 Credits.,Repeatable. Topics are listed in the class schedule each term.Repeatable 99 times,None
GEOG 510L.,  Experimental Course:[Topic].  4 Credits.,Repeatable.Repeatable 99 times,None
GEOG 521.,  Advanced Climatology: [Topic].  4 Credits.,"Topics in climatology, including physical climatology, dynamic and synoptic climatology, and paleoclimatology. Repeatable when topic changes.Repeatable 99 times when topic changes",None
GEOG 523.,  Advanced Biogeography: [Topic].  4 Credits.,"Selected topics in biogeography including relation of plants and animals to their environment, historical changes in plant distribution, and palynological analysis. Special fee. Repeatable when topic changes.Repeatable 99 times",None
GEOG 525.,  Hydrology and Water Resources.  4 Credits.,"Emphasis on surface water including precipitation, evapotranspiration, surface runoff, and stream flow. Understanding and analysis of processes. Management for water supply and quality. Special fee.",None
GEOG 527.,  Fluvial Geomorphology.  4 Credits.,Hydraulics and hydrology of stream channels; channel morphology and processes; drainage network development; fluvial deposits and landforms; field and analytical methods. Required field trips. Special fee.,None
GEOG 530.,  Long-Term Environmental Change.  4 Credits.,"Evolution of the physical landscape during the Quaternary period. Elements of paleoclimatology, paleoecology, and geomorphology. Required field trips. Special fee.",None
GEOG 533.,  Fire and Natural Disturbances.  4 Credits.,"Wildfire and other landscape disturbance processes, historical and current patterns of fire, use and management of fire.  Offered alternate years.",None
GEOG 541.,  Political Geography.  4 Credits.,"Spatial perspectives on global political patterns and processes. Relationship of political territories to resources, ethnic patterns, and ideological communities. Impact of political arrangements on landscapes.",None
GEOG 542.,  Urban Geography.  4 Credits.,"Urbanization throughout the world, the structure of urban settlements; cities as regional centers, physical places, and homes for people; geographic problems in major urban environments.",None
GEOG 544.,  Cultural Geography.  4 Credits.,"Patterns of culture as a force in human affairs.  Dynamics of identity, place, and power.  The creation of culture at different scales.",None
GEOG 545.,"  Culture, Ethnicity, and Nationalism.  4 Credits.","Relationship of ethnic groups and nationality to landscapes, perception, and cultural geographic phenomena. Distribution of ethnic and national groups.",None
GEOG 548.,  Tourism and Development.  4 Credits.,"Tourism-related concepts and practices associated with tourism planning, development, marketing, and impacts in different geographic contexts.",None
GEOG 561.,  Environmental Alteration.  4 Credits.,"Human alterations of the earth's major ecosystems. Consequences of human activity at different times and places with respect to soils, atmosphere, vegetation, landforms, and water.",None
GEOG 565.,  Environment and Development.  4 Credits.,Critical analysis of development concepts. Economic activity and environmental impacts. Sustainable development. Development projects and landscapes in the industrializing world.,None
GEOG 568.,  Contemporary Food Systems.  4 Credits.,"Explores contemporary food systems at local, national, and global scales. Emphasis on the political economy and sociocultural dynamics linking agriculture, food industries, and consumption.",None
GEOG 581.,  GIScience I.  4 Credits.,"Introduction to geographic information science, geographic information systems (GIS), the current population survey (CPS), remote sensing, and cartography. Sequence withGEOG 582,GEOG 591.",None
GEOG 582.,  GIScience II.  4 Credits.,"Spatial data collection, spatial data models, database design, data editing, geographic information system (GIS) project management, and advanced topics in geographic information science. Sequence withGEOG 581,GEOG 591,GEOG 593.Requisites:Prereq:GEOG 581.",None
GEOG 585.,  Remote Sensing I.  4 Credits.,"Introduction to remote sensing science including its physical basis, instruments, platforms, data, processing methods, and applications. Sequence withGEOG 586.Requisites:Prereq:GEOG 581.",None
GEOG 586.,  Remote Sensing II.  4 Credits.,"The use of digital electromagnetic data for classification, mapping, and monitoring biologic, hydrologic, atmospheric, geologic, and human processes and environmental change. Sequence withGEOG 585.Requisites:Prereq:GEOG 585.",None
GEOG 589.,  Mapping with Drones.  4 Credits.,"This course introduces students to the understanding and applying the technologies, theories, and skills needed to acquire drone photography and convert this into maps useful in many professions. Applications include such subjects as resource management, physical environments, topographic mapping, vegetation, and urban characterization.Requisites:Prereq:GEOG 585.",None
GEOG 590.,  GIScience: [Topic].  4 Credits.,"Advanced topics on geographic information systems science including spatial analysis and modeling, data visualization, cartography, volunteered geographic information, GIS programming. Repeatable five times for a maximum of 24 credits.Requisites:Prereq:GEOG 581.Repeatable 5 times for a maximum of 24 credits",None
GEOG 591.,  Advanced Geographic Information Systems.  4 Credits.,"Socioeconomic analysis with geographic information systems (GIS) and the U.S. census, network modeling, 3-D models of natural and urban landscapes, web-based GIS and programming. Sequence withGEOG 581,GEOG 582.Requisites:Prereq:GEOG 582.",None
GEOG 592.,  Web Mapping.  4 Credits.,"The web is full of maps, from providing context to local and international news to sharing research. We’ll explore interactive web mapping, including theories and principles of web mapping, fundamentals of cartography, and user interaction. Students will gather spatial data, develop a story or theme from their data, and produce interactive maps using front-end development.",None
GEOG 593.,  Advanced Cartography and Geo-Visualization.  4 Credits.,"This course explores advanced concepts in cartography, map design, geovisualization, and data visualization. Students will develop skills in GIS software and graphic design softwares to create a tailored final map design project with real-world data.",None
GEOG 594.,  Spatial Analysis.  4 Credits.,Introduction to a variety of spatial analysis techniques that can be used for understanding and modeling geographic phenomena.Requisites:Prereq:GEOG 581.,None
GEOG 595.,  Geographic Data Analysis.  4 Credits.,Analysis and display of geographical data by traditional data-analytical methods and by scientific-visualization approaches.Requisites:Prereq:GEOG 581.,None
GEOG 597.,  Qualitative Methods in Geography.  4 Credits.,"Explores conceptual and practical dimensions of qualitative research. Includes linking theory and method; research question formulation; project design; ethics; data gathering, analysis, and presentation.",None
GEOG 601.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 606.,  Practicum: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GEOG 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GEOG 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
GEOG 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GEOG 611.,  Theory and Practice of Geography I.  4 Credits.,"Introduction to professional practice in geography and the development of geographic concepts and theories from Ancient times through the mid-twentieth century.  Sequence withGEOG 612,GEOG 613.",None
GEOG 612.,  Theory and Practice of Geography II.  4 Credits.,The development of geographic concepts and theories from the mid-20th century to the present. Students learn to refine effective geographic research questions. Sequence withGEOG 611andGEOG 613.Requisites:Prereq:GEOG 611.,None
GEOG 613.,  Research Design.  4 Credits.,"Examines main components of research design, including research questions, methodological approach, institutional review boards, funding programs, proposal writing, and application. Sequence withGEOG 611andGEOG 612.Requisites:Prereq:GEOG 612.",None
GEOG 631.,  Progress in Physical Geography.  1 Credit.,"Recent developments in climatology, geomorphology, hydrology, and biogeography. Lectures, readings, and presentation of faculty and student works in progress. Repeatable for maximum of 12 credits.Repeatable 11 times for a maximum of 12 credits",None
GEOG 632.,  Progress in Human Geography.  1 Credit.,"Recent developments in cultural, economic, environmental and political geography. Lectures, readings, and presentation of faculty and student works in progress. Repeatable for maximum of 12 credits.Repeatable 11 times for a maximum of 12 credits",None
GEOG 633.,  Progress in Geographic Information Science.  1 Credit.,"Recent developments in cartography, GIS, remote sensing, data analysis, and visualization. Lectures, readings, and presentation of faculty and student works in progress. Repeatable for maximum of 12 credits.Repeatable 11 times for a maximum of 12 credits",None
GER 101.,  First-Year German.  5 Credits.,Provides a thorough grammatical foundation and an elementary reading knowledge of German as well as an understanding of the spoken language. Students cannot receive credit for bothGER 101andGER 141. Sequence.Equivalent to:GER 141,None
GER 102.,  First-Year German.  5 Credits.,Provides a thorough grammatical foundation and an elementary reading knowledge of German as well as an understanding of the spoken language. Students cannot receive credit for bothGER 102andGER 142.Requisites:Prereq:GER 101.Equivalent to:GER 142,None
GER 103.,  First-Year German.  5 Credits.,Provides a thorough grammatical foundation and an elementary reading knowledge of German as well as an understanding of the spoken language.Requisites:Prereq:GER 102.,None
GER 141.,  German for Business I.  4 Credits.,"Introduction to German language and culture to start building meaningful relationships and personal connections with peers and potential business partners on different career paths. Coursework includes interpreting authentic German language sources (reading/listening/viewing) and producing language in presentational and interpersonal modes of communication (oral and written discussions, presentations) in familiar, everyday contexts. Students cannot receive credit for bothGER 141andGER 101. Sequence withGER 142.Equivalent to:GER 101",None
GER 142.,  German for Business II.  4 Credits.,"Introduction to German language and culture to start building meaningful relationships and personal connections with peers and potential business partners on different career paths. Coursework includes interpreting authentic German language sources (reading/listening/viewing) and producing language in presentational and interpersonal modes of communication (oral and written discussions, presentations) in familiar, everyday contexts. Students cannot receive credit for bothGER 142andGER 102. Sequence withGER 141.Requisites:Prereq:GER 141orGER 101.Equivalent to:GER 102",None
GER 196.,  Field Studies: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,None
GER 198.,  Workshop: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,None
GER 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GER 201.,  Second-Year German I.  4 Credits.,"Grammar and composition, reading selections from representative authors, conversation. Sequence.Requisites:Prereq:GER 103or equivalent.Additional Information:BA Language or Arts & Letters Area",None
GER 202.,  Second-Year German II.  4 Credits.,"Grammar and composition, reading selections from representative authors, conversation.Requisites:Prereq:GER 201.Additional Information:BA Language or Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 203.,  Second-Year German III.  4 Credits.,"Grammar and composition, reading selections from representative authors, conversation.Requisites:Prereq:GER 202.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 220M.,  Existentialist Literature and Thought.  4 Credits.,"Survey of the existential tradition in German and Scandinavian literature, philosophy, drama, and film. Historical and conceptual developments are considered, from Kierkegaard to Kafka.  Taught in English.  Multilisted withSCAN 220M.Equivalent to:SCAN 220MAdditional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 221.,  Postwar Germany Nation Divided.  4 Credits.,"Introduction to literary and cultural movements of public dissent, including 1960s student revolutions, in postwar Germany. Conducted in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 222.,  Voices of Dissent in Germany.  4 Credits.,"Key debates in German culture, including the adequate representation of the Holocaust, literature in society, and the roles of ethnic and gender identities within the nation. Conducted in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 223.,  Germany: A Multicultural Society.  4 Credits.,"Examines the multiethnic complexities of German, Austrian, and/or Swiss societies through the writings of African, Turkish, or Jewish Germans. Period of focus varies. Conducted in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 250.,  The Culture of Money.  4 Credits.,"Explores ideas about money, value, and exchange in German-speaking cultures from selected moments in modern history through readings of literature, philosophy, and the arts.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 251.,  Sexuality.  4 Credits.,"Examines discourses on sexuality (e.g., sexual norms, gender roles, and divergences from them) in modern German, Austrian, and Swiss-German contexts through literature, essays, and films.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 252.,"  War, Violence, Trauma.  4 Credits.","Examines war, violence, and trauma in German and Austrian cultural history, during the modern period, through works of literature, thought, art, music, and film.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 280M.,  The Quality of Life in Germany and Scandinavia.  4 Credits.,"An interdisciplinary cultural-historical inquiry into a region with some of the highest quality of life indicators in the world. Examines family, community, work, leisure, security, health, education, and other topics. Taught in English with some German and Swedish (no prior language ability required). Multilisted withSCAN 280M.Equivalent to:SCAN 280MAdditional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 311.,  Intermediate Language Training I.  4 Credits.,Extensive practice in speaking and writing German; complex grammatical structures in writing.Requisites:Prereq:GER 203or equivalent.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying Course,None
GER 312.,  Intermediate Language Training II.  4 Credits.,Extensive practice in speaking and writing German; complex grammatical structures in writing.Requisites:Prereq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying Course,None
GER 313.,  Intermediate Language Training III.  4 Credits.,Extensive practice in speaking and writing German; complex grammatical structures in writing. Option during 313 to take the Zertifikat Deutsch exam.Requisites:Prereq:GER 312.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying Course,None
GER 345M.,"  Food, Culture, and Identity in Germany and Scandinavia.  4 Credits.","Examines the relationships among food, culture, and identity in Germany and Scandinavia. Interdisciplinary readings, lectures, films, and discussions focus on literary and symbolic representations of food from production to consumption, and on images and depictions of cooking, eating, drinking, and feasting. Multilisted withSCAN 345M.Equivalent to:SCAN 345MAdditional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 351.,  Diversity in Germany.  4 Credits.,Examines the social construction of identity in German literature and culture. Addresses topics of plural voices and tolerance in German-speaking cultures. Topics vary. Conducted in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives,None
GER 354.,  German Gender Studies.  4 Credits.,"Student oral presentations and written papers on such topics as men and women writers of German romanticism, mothers and daughters in German literature, comparison of men and women dramatists. No knowledge of German required; readings and discussions in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 355.,"  German Cinema: History, Theory, Practice.  4 Credits.","In-depth analysis of various facets of German cinema. Topics include film and the Third Reich, cinema and technology, German filmmakers in American exile, German New Wave. Conducted in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 356.,  German Fairy Tales.  4 Credits.,"The German fairy tale in historical and theoretical context, from the Brothers Grimm and Romantic Tales to adaptations in the 20th and 21st Centuries. Taught in English.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 357.,"  Nature, Culture, and the Environment.  4 Credits.","Introduction to the contributions German writers, philosophers, scientists, and artists have made to changing notions of nature and its supposed opposition toculture.  Offered alternate years.Additional Information:Arts & Letters AreaCultural Literacy: Global Perspectives",None
GER 360.,"  German Literature Poetry, Plays, Prose.  4 Credits.","Introduction to textual analysis--poetry, plays, and prose from 1800 to the present--in the context of major literary movements (romanticism, realism, modernism) and their social determinants. Focus on genre: poetry, plays, and prose.Requisites:Coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 361.,  German Literature Literary Movements.  4 Credits.,"Introduction to textual analysis--poetry, plays, and prose from 1800 to the present--in the context of major literary movements (romanticism, realism, modernism) and their social determinants. Focus on literary movements.Requisites:Coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 362.,  German Literature Interpretive Models.  4 Credits.,"Introduction to textual analysis--poetry, plays, and prose from 1800 to the present--in the context of major literary movements (romanticism, realism, modernism) and their social determinants. Focus on interpretive models.Requisites:Coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 363.,  Modern and Contemporary in Politics and Society.  4 Credits.,"Examination of post-WWII cultural and social modernity. Most readings in Geman. Discussion, written assignments, and most reading assignments in German.Requisites:Pre- or coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 364.,"  Works, Authors, Industries in Film and Media.  4 Credits.","Examines various aspects of German cinema and/or media in the context of socio-political history and aesthetics, including analysis of structure, composition, history, and artistry. Discussion, writing assignments, and most readings in German.Requisites:Pre- or coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 365.,  Music and the Arts.  4 Credits.,"The course explores the history of German/Austrian/Swiss music and art and their connection to literary texts in German-speaking cultures. Discussion, writing assignments, and most reading assignments in German.Requisites:Pre- or coreq:GER 311.Additional Information:BA Language or Arts & Letters AreaBA Language Satisfying CourseCultural Literacy: Global Perspectives",None
GER 399.,  Special Studies: [Topic].  1-5 Credits.,"New topics or approaches appropriate for third-year German proficiency level. Content varies; focus may be on various aspects of German language, literature, or culture and civilization. Repeatable when topic changes.Requisites:Coreq:GER 311.Repeatable 99 times when topic changes",None
GER 401.,  Research: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 403.,  Thesis.  1-12 Credits.,Repeatable.Repeatable 99 times,None
GER 405.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 406.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
GER 407.,  Seminar: [Topic].  1-16 Credits.,Repeatable. A recent topic is Experimental Poetry.Repeatable 99 times,None
GER 408.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 409.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
GER 410.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable. Recent topics are Doppelganger and Nietzsche.Repeatable 99 times,None
GER 411.,  Advanced Language Training.  4 Credits.,"Constant practice in speaking and writing with emphasis on complex syntactic structures as well as idiomatic nuances in German. Grammar.Requisites:Prereq:GER 311,GER 312,GER 313.Additional Information:BA Language Satisfying Course",None
GER 412.,  Advanced Language Training.  4 Credits.,"Constant practice in speaking and writing with emphasis on complex syntactic structures as well as idiomatic nuances in German. Writing.Requisites:Prereq:GER 311,GER 312,GER 313.Additional Information:BA Language Satisfying Course",None
GER 425.,  Play Performance: [Topic].  4 Credits.,Extensive practice in effective oral communication with emphasis on correct pronunciation. Reading of the play and scene rehearsals in class; public performance at end of term. Repeatable.Requisites:Prereq:GER 203or equivalent.Repeatable 99 timesAdditional Information:BA Language Satisfying Course,None
GER 470.,  German for Reading Knowledge I.  4 Credits.,"Introduction to the reading of German, introducing most of the major grammatical categories and providing substantial basic and advanced vocabulary training. Students translate passages in their chosen fields.",None
GER 503.,  Thesis.  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 507.,  Seminar: [Topic].  1-16 Credits.,Repeatable. A recent topic is Experimental Poetry.Repeatable 99 times,None
GER 508.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 510.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable. Recent topics are Doppelganger and Nietzsche.Repeatable 99 times,None
GER 570.,  German for Reading Knowledge I.  4 Credits.,"Introduction to the reading of German, introducing most of the major grammatical categories and providing substantial basic and advanced vocabulary training. Students translate passages in their chosen fields.",None
GER 601.,  Research: [Topic].  1-6 Credits.,Repeatable.Repeatable 99 times,None
GER 603.,  Dissertation.  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 605.,  Reading and Conference: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 606.,  Practicum: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
GER 607.,  Seminar: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GER 608.,  Workshop: [Topic].  1-16 Credits.,Repeatable.Repeatable 99 times,None
GER 609.,  Terminal Project.  1-12 Credits.,Repeatable.Repeatable 99 times,None
GER 610.,  Experimental Course: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GER 625.,  Translations-Transformations.  4 Credits.,"Presents the theory and practice of translation and other transformation media (e.g., the sister arts, literature into film). Repeatable when topic changes.Repeatable 99 times",None
GER 690.,  Form and Structure: [Topic].  4 Credits.,"This course is part of a three-term series: ""Paradigms of Interpretation."" It deals with questions of literary form and structure. Students will read theoretical, methodological, and literary texts that address and/or represent questions of genre and linguistic form in German literary traditions.Repeatable 2 times for a maximum of 12 credits when topic changes",None
GER 691.,"  Gender, Class, Race, and Nation: [Topic].  4 Credits.","Part of 3-course graduate core series ""Paradigms of Interpretation."" Covers a range of socially embedded factors (gender, class, race, and/or nation) bearing on the interpretation of texts. Addresses ideas about identity and difference as they contribute to establishing nations, territories, borders, human hierarchies, and notions of the other. Students read texts in philosophy, literary theory, theories of race, gender, class, and/or nationality, in conjunction with German literary and artistic texts.Repeatable 2 times for a maximum of 12 credits when topic changes",None
GER 692.,"  Subject, Consciousness, Mind: [Topic].  4 Credits.","Part of a three-term series: ""Paradigms of Interpretation."" Deals with questions of consciousness, subjectivity, and mind in modernist philosophy and criticism. Focus is both on philosophical method and on methodology in/for the humanities and arts in first half of 20th century. Students will read texts in philosophy, psychoanalysis, literary theory, and theory of race and gender, in conjunction with German literary and artistic texts.Repeatable 2 times for a maximum of 12 credits when topic changes",None
GER 693.,"  Photography, Film, Video, Electronic Media: [Topic].  4 Credits.","Part of 3-term series ""Mediations."" With a focus on photography, film, video, and/or electronic media, this course traces the aesthetic and cultural significance of those media for understanding the ways that technologies of reproduction reconfigure the relation between media and literature, politics and aesthetics, mass culture and high art in German culture, aesthetics, and literature.Repeatable 2 times for a maximum of 12 credits when topic changes",None
GER 694.,  Environment and Text: [Topic].  4 Credits.,"Part of 3-term series ""Mediations."" With a focus on literature, painting, philosophy and critical theory, this course will examine how German writers, artists, philosophers, and theorists have processed often dramatic changes in the conception of nature in relation to human life and thought.Repeatable 2 times for a maximum of 12 credits when topic changes",None
GER 695.,  Translations Transformations: [Topic].  4 Credits.,"Already exists: Presents the theory and practice of translation and other transformation media (e.g., the sister arts, literature into film). Repeatable when topic changes. Part of 3-term series ""Mediations.""Repeatable 2 times for a maximum of 12 credits when topic changes",None
GLBL 101.,  Introduction to Global Issues.  4 Credits.,"Survey of major political, economic, and cultural themes in international studies through in-class debates on key contemporary issues.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 102.,  Foundations for Intercultural Competence.  4 Credits.,"This course teaches practical skills and analytic frameworks that support safe, respectful, enlightening experiences of intercultural engagement.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 196.,  Field Studies: [Topic].  1-2 Credits.,Repeatable.Repeatable 99 times,None
GLBL 198.,  Workshop: [Topic].  1-12 Credits.,Repeatable.Repeatable 99 times,None
GLBL 199.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GLBL 230.,  Global Wellbeing.  4 Credits.,"Interdisciplinary introduction to human wellbeing, focusing on health, education, and the environment and the ways they impact wellbeing. Topics will be framed by the larger issue of whether or not something called ""wellbeing"" is a human universal, as well as how wellbeing can be improved.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 240.,  Perspectives on International Development.  4 Credits.,"Introduction to major ideologies, theories, historical processes, and contemporary challenges in international development. Galvan.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 250.,  Value Systems in Cross-Cultural Perspective.  4 Credits.,"Introduction to value systems of various cultures, focusing on how values relate to religion, forms of social organization, group affiliation, and patterns of conflict resolution.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 270.,  Globalization and the Global Economy.  4 Credits.,"Introduction to the study of globalization and the global economy, analyzing ways the global economy is structured and maintained through various political interventions and regimes. This course aims to provide tools for understanding and explaining these structures and their impacts.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
GLBL 299.,  Special Studies: [Topic].  1-5 Credits.,Repeatable.Repeatable 99 times,None
GLBL 340.,  Global Health and Development.  4 Credits.,"Introduction to major issues in global health, their causes and possible solutions, with a focus on the poor in developing countries.Additional Information:Social Science AreaCultural Literacy: Global Perspectives",None
